PLATE,FIB,RA,DEC
2156,328,228.0630,21.6327
613,262,228.0632,59.3962
2155,466,228.0760,24.1278
1050,416,228.1008,46.8760
2157,390,228.1191,27.1001
2766,439,228.1362,15.3160
1845,197,228.1619,29.0815
540,563,228.1768,2.5698
612,438,228.1978,57.6454
1050,246,228.2027,45.2037
1718,564,228.2054,11.3248
1399,210,228.2265,37.3086
923,402,228.2266,-0.9435
2155,465,228.2358,24.5001
1353,198,228.2432,35.4259
1833,462,228.2512,5.4732
1386,294,228.2515,32.6162
923,493,228.2594,-1.7918
923,499,228.2672,-1.5167
1718,22,228.2684,10.3919
2752,528,228.2713,14.2083
540,567,228.2727,2.5953
1385,17,228.2764,33.4675
613,379,228.2801,60.6329
311,65,228.2803,-0.0998
1385,11,228.2979,33.2463
1050,208,228.3017,45.1761
1817,455,228.3037,7.9037
1817,175,228.3117,6.6702
1165,503,228.3133,52.0713
1353,176,228.3172,35.7761
1677,7,228.3231,42.7659
793,519,228.3269,54.9749
1718,16,228.3371,10.9687
1817,509,228.3408,7.5640
1719,132,228.3592,8.5752
2766,361,228.3744,16.1943
2155,44,228.3829,22.9315
1677,514,228.3878,43.7396
1050,492,228.3930,46.2160
1677,104,228.4029,43.1190
2766,168,228.4348,14.5018
1385,619,228.4411,34.7045
1677,6,228.4456,42.8913
612,132,228.4486,56.6223
1353,498,228.4514,36.3515
590,593,228.4563,3.8699
2766,201,228.4564,14.2116
2156,480,228.4670,20.6827
1719,173,228.4689,8.9322
2752,555,228.4866,13.3018
1292,257,228.4867,39.7681
2157,425,228.4907,26.7778
1050,443,228.4961,47.0787
1386,402,228.5016,34.3200
1050,483,228.5064,46.2130
2752,541,228.5192,13.6995
1330,129,228.5199,47.6377
1292,246,228.5207,40.0137
1353,526,228.5427,36.6962
1330,153,228.5452,48.7349
2752,63,228.5554,12.4870
2157,329,228.5574,27.2480
1833,190,228.5657,4.5702
1386,237,228.5676,33.1086
1330,146,228.5958,48.3268
1399,98,228.6019,37.5604
2752,80,228.6099,13.0979
1050,218,228.6105,45.3897
1385,37,228.6124,34.0392
1399,93,228.6136,37.4519
1330,540,228.6172,49.7100
2157,214,228.6386,25.6995
613,367,228.6405,61.1813
613,430,228.6412,60.1277
1165,84,228.6714,50.9272
794,286,228.6781,53.4033
923,100,228.6907,-2.5139
1330,526,228.6970,49.3559
1832,634,228.7027,5.7116
1353,141,228.7037,35.6984
612,484,228.7078,57.7111
1817,531,228.7154,8.0250
1649,472,228.7157,31.2817
1833,101,228.7262,4.3697
1818,290,228.7276,6.0375
591,381,228.7369,4.3673
1330,524,228.7376,49.6850
2752,592,228.7597,13.3526
611,627,228.7634,61.5890
611,631,228.7826,61.4033
2739,234,228.7850,6.7329
2156,443,228.7858,21.5628
1719,531,228.8042,9.7071
1353,51,228.8076,35.3244
1330,83,228.8191,47.5489
1845,117,228.8214,29.0507
1330,100,228.8253,48.2648
1331,310,228.8297,47.4133
1720,306,228.8806,10.6754
1050,156,228.8832,45.9471
2766,115,228.8930,14.9426
1330,160,228.9033,48.5924
613,418,228.9076,60.3673
2766,557,228.9108,15.1933
1353,503,228.9174,36.0905
2752,8,228.9204,11.9262
1292,433,228.9279,40.7198
591,265,228.9292,2.9554
923,533,228.9332,-1.3143
2766,525,228.9354,15.8147
2766,90,228.9357,14.1115
1165,560,228.9368,51.8306
793,66,228.9384,54.4595
1677,579,228.9393,44.1973
793,542,228.9665,55.3671
2157,479,228.9665,26.9148
612,173,228.9713,57.2362
2766,81,228.9715,13.4907
2927,206,228.9939,6.0459
2793,153,228.9992,18.5145
1833,510,229.0024,6.7111
2752,607,229.0042,13.7625
1818,299,229.0050,6.2359
1677,21,229.0063,43.1587
1051,304,229.0097,44.5426
2952,238,229.0139,1.8552
1050,96,229.0158,45.1056
2753,319,229.0308,12.4453
2157,416,229.0380,27.5984
2952,201,229.0416,1.1103
2156,133,229.0492,19.6137
611,33,229.0645,60.8201
1166,345,229.0660,50.4522
1165,602,229.0681,52.5238
1649,567,229.0688,32.0514
2157,480,229.0741,26.9236
1719,106,229.0744,8.7750
312,439,229.0768,-0.0956
2793,150,229.0995,18.2656
1386,188,229.1070,32.8689
1834,310,229.1210,4.9646
1386,218,229.1321,32.6753
1051,308,229.1331,44.4610
1353,544,229.1354,36.0399
1050,90,229.1476,45.0517
312,434,229.1533,0.4946
2952,217,229.1563,1.3168
2156,110,229.1575,20.3122
1292,533,229.1662,41.3734
2157,81,229.1723,25.2816
794,375,229.2169,53.6995
1845,615,229.2223,29.7098
591,180,229.2444,3.4805
2155,623,229.2524,24.6372
1330,519,229.2795,49.0004
1399,613,229.2811,39.2021
2952,136,229.2818,1.0201
2157,95,229.2825,25.6924
1386,165,229.2836,33.0257
1720,371,229.2873,11.2641
2780,586,229.3039,17.4779
1165,582,229.3161,52.1593
2156,539,229.3199,21.4425
613,186,229.3200,59.2742
591,458,229.3219,3.8489
1330,515,229.3296,49.0009
1719,583,229.3319,9.3318
1845,583,229.3523,29.2388
2927,134,229.3566,6.4122
2766,3,229.3653,13.5663
614,275,229.3659,55.9410
1833,592,229.3737,6.0429
1050,119,229.3769,45.5295
1818,371,229.3837,7.9252
1677,626,229.3879,43.9468
1400,340,229.4085,38.0548
612,45,229.4145,56.2479
1834,436,229.4243,5.3172
2157,491,229.4290,26.7537
2952,127,229.4459,0.9308
1354,341,229.4573,35.0232
1719,75,229.4587,8.7549
1386,567,229.4646,34.2972
794,407,229.4699,53.8363
1846,224,229.4763,28.2423
2793,46,229.4837,17.6592
1834,237,229.4841,5.1843
2883,289,229.5007,55.2253
614,272,229.5212,55.7664
1678,427,229.5291,42.9999
1050,66,229.5315,45.4281
613,463,229.5321,59.7632
2156,119,229.5354,20.3752
614,276,229.5538,55.6257
2927,160,229.5566,6.7481
1386,142,229.5628,33.0898
794,402,229.5691,53.6521
2158,383,229.5696,23.3760
2160,358,229.5966,26.0648
2766,610,229.5966,15.6877
924,340,229.6016,-1.0305
1292,158,229.6022,40.5384
2793,556,229.6307,18.9187
2952,100,229.6372,1.4146
794,391,229.6529,54.3490
614,341,229.6533,56.7314
2936,357,229.6556,39.8424
1846,229,229.6568,28.2205
794,318,229.6587,52.7482
613,477,229.6689,59.8637
1678,365,229.6738,43.8893
1051,391,229.6751,44.7531
2158,426,229.6873,23.2420
1331,332,229.6921,48.3794
1833,4,229.6933,4.8687
2160,307,229.7011,25.6584
2160,346,229.7130,26.2783
2952,539,229.7376,2.6570
1330,73,229.7461,48.7126
794,394,229.7478,54.1147
1165,61,229.7833,51.3861
2781,348,229.7862,16.5961
1818,148,229.7865,6.8389
591,87,229.7879,3.1094
1400,389,229.7882,37.2710
613,530,229.7923,60.7382
1353,622,229.7932,36.1613
2953,308,229.7951,1.6618
1331,239,229.7977,47.5957
1399,32,229.8034,37.8218
2753,368,229.8095,13.5862
1166,389,229.8105,50.6622
1387,282,229.8146,31.8998
2464,314,229.8173,49.5608
612,557,229.8245,57.3319
2781,302,229.8286,15.8543
2158,178,229.8306,22.7383
924,267,229.8313,-2.0238
1399,40,229.8365,37.8173
2753,197,229.8464,12.1311
613,482,229.8520,59.7790
591,567,229.8520,3.7782
1719,635,229.8559,9.3523
1050,72,229.8572,45.5756
1386,118,229.8677,33.2055
1818,491,229.8727,7.3913
2953,322,229.8733,2.6244
1678,256,229.8803,41.7589
1330,2,229.8864,48.2305
1386,613,229.8990,33.9143
1678,194,229.9041,42.0181
1649,70,229.9462,30.8023
2767,421,229.9513,15.0873
1354,232,229.9521,34.5376
1353,629,229.9554,36.1907
1331,236,229.9555,47.5927
1649,7,229.9642,30.5032
1720,195,229.9721,10.5761
2883,284,229.9825,55.2365
2780,628,229.9879,17.3103
1166,385,229.9922,50.4887
1051,322,230.0070,45.9821
613,576,230.0114,60.9646
2767,331,230.0169,15.1866
2158,457,230.0247,23.6647
1166,274,230.0250,50.1010
1051,277,230.0352,44.4080
2793,4,230.0375,17.6288
1400,280,230.0410,37.0493
2883,344,230.0456,57.0514
1834,136,230.0497,4.5961
1354,371,230.0559,35.4650
1678,167,230.0597,41.9854
1834,465,230.0608,5.6111
1818,58,230.0944,6.0103
2156,9,230.0986,19.7902
2781,264,230.1060,15.9359
1818,54,230.1073,6.3437
2793,37,230.1173,18.5989
2156,631,230.1173,21.0110
2767,231,230.1177,14.5005
1721,272,230.1198,8.4269
2767,255,230.1228,13.7884
2464,272,230.1377,49.7070
1399,625,230.1439,38.6518
2781,340,230.1494,16.9544
2753,497,230.1511,12.7474
1354,293,230.1684,34.1171
1721,395,230.1742,9.1520
1331,187,230.1817,47.5470
1331,393,230.1834,47.9436
613,42,230.1920,58.7876
613,571,230.1932,61.0865
794,163,230.1936,52.9898
1649,23,230.1972,30.8834
2156,19,230.2061,19.9280
2883,343,230.2115,57.1098
612,589,230.2386,57.6943
1050,623,230.2448,46.1523
1166,273,230.2458,50.0331
2160,245,230.2549,24.5542
2753,180,230.2787,12.4501
1293,304,230.2876,38.8641
2781,423,230.2904,16.5172
2883,241,230.2978,55.4546
1651,319,230.3154,29.7877
1354,418,230.3165,36.1045
1720,170,230.3222,10.3539
2794,263,230.3232,17.9336
2158,522,230.3264,24.4322
313,300,230.3320,-0.8052
1166,288,230.3409,49.3760
1720,539,230.3608,11.1674
2160,176,230.3730,25.8454
592,304,230.3779,2.6542
924,403,230.3817,-0.9831
2794,344,230.3948,18.2737
2952,62,230.4011,1.7414
592,373,230.4024,3.7084
2158,566,230.4040,24.0036
1846,130,230.4064,27.4736
1721,361,230.4078,9.7510
924,404,230.4266,-0.9371
612,611,230.4304,58.0297
1834,516,230.4314,5.2848
1400,414,230.4411,37.8784
2952,18,230.4458,1.3132
1721,236,230.4483,8.4212
1847,413,230.4547,28.8396
1678,533,230.4567,43.6109
2953,209,230.4574,1.0434
2952,618,230.4615,2.4821
1818,571,230.4644,7.8072
2156,16,230.4750,19.9260
794,226,230.4853,52.0440
2160,365,230.4858,26.9324
1818,575,230.4953,7.7020
1720,580,230.4994,11.3513
1678,135,230.5006,41.6283
1166,365,230.5023,51.4202
1834,555,230.5355,5.6158
1051,401,230.5402,45.7738
1721,427,230.5652,9.0427
2159,458,230.5820,21.3326
1400,461,230.5939,37.6287
2753,149,230.6036,12.1512
2464,361,230.6071,50.9689
1331,424,230.6122,48.0315
592,404,230.6240,3.7043
2464,423,230.6280,50.2605
2936,434,230.6333,39.9723
1331,209,230.6622,46.7186
2936,465,230.6750,39.9972
1678,125,230.6804,41.2598
592,254,230.6833,3.4555
613,501,230.6857,59.8639
592,302,230.6883,2.7622
2794,277,230.6919,17.9743
592,417,230.6944,3.5239
1834,574,230.6976,6.0072
1292,39,230.6990,40.4030
2753,513,230.6996,12.9949
2883,227,230.7281,54.9018
613,618,230.7361,60.5897
1651,328,230.7385,31.0372
1166,227,230.7411,49.8690
924,150,230.7418,-1.9190
2160,154,230.7520,25.3235
1400,180,230.7576,36.8259
1293,286,230.7728,38.5571
2952,34,230.7779,1.3784
1166,221,230.7853,50.0462
612,633,230.7923,57.5134
2794,233,230.7940,17.9029
2464,223,230.8001,49.8206
1166,244,230.8104,49.2181
1400,455,230.8120,38.2339
1834,596,230.8155,5.5132
1354,257,230.8174,33.9988
794,198,230.8387,52.2183
1847,86,230.8550,27.0826
1678,98,230.8585,41.3957
2160,151,230.8597,25.1939
1678,116,230.8629,42.3105
1331,476,230.8656,47.7742
924,529,230.8661,-0.6281
2781,497,230.8833,16.3950
1846,3,230.8953,27.4311
2883,239,230.8979,54.5242
1331,125,230.9054,46.4835
2753,555,230.9149,12.6372
1292,626,230.9184,40.7426
2953,139,230.9206,1.1825
2158,609,230.9222,23.8230
2753,95,230.9250,11.4797
794,185,230.9405,52.6891
1834,6,230.9413,4.4654
1166,188,230.9484,49.6941
1387,218,230.9496,31.9242
1051,201,230.9535,43.8192
313,213,230.9541,-0.7839
2158,626,230.9830,23.5165
794,598,230.9978,54.4992
1293,416,231.0140,39.9405
1650,574,231.0151,31.2488
2753,579,231.0176,13.7382
1354,167,231.0546,34.3316
1678,614,231.0556,43.0937
1835,298,231.0665,4.9547
2160,519,231.0676,25.9612
313,480,231.0763,0.4074
924,114,231.0873,-2.0588
613,548,231.0878,60.0151
1166,208,231.0901,49.4331
2781,168,231.0951,15.9600
2794,187,231.1055,18.0114
2464,241,231.1194,49.0529
2159,151,231.1246,20.0164
1720,78,231.1252,10.5089
1293,465,231.1333,39.8126
924,107,231.1414,-1.7439
2161,206,231.1504,21.3859
1051,521,231.1508,45.7958
2161,370,231.1598,23.5510
313,463,231.1671,0.5478
1331,489,231.1743,48.1219
1721,97,231.1770,7.8801
2953,43,231.1799,1.2330
2781,514,231.1948,16.3691
2753,53,231.1970,11.8450
1679,301,231.2210,41.0342
1847,116,231.2469,27.8909
1400,144,231.2498,36.6322
1293,453,231.2591,40.2144
2883,450,231.2677,56.4191
2883,462,231.2769,56.3234
613,13,231.2804,58.8253
794,132,231.2946,53.4233
2464,457,231.3030,50.5336
2936,524,231.3264,40.6403
2161,464,231.3425,23.1754
1387,580,231.3601,33.3715
794,534,231.3666,53.7459
1651,213,231.3716,29.4704
1400,501,231.3781,37.3706
614,417,231.3840,56.9851
2767,567,231.3855,15.6173
2883,472,231.3901,56.3348
2161,179,231.3938,22.1169
1400,513,231.4048,37.1562
1293,494,231.4142,39.7599
1293,491,231.4301,39.5182
1400,552,231.4372,37.1447
1354,121,231.4470,33.5003
2753,14,231.4500,11.5845
1835,252,231.4601,5.0510
1678,74,231.4660,42.3677
592,138,231.4675,3.4812
1720,609,231.4684,11.2852
795,245,231.4746,51.6136
924,41,231.4760,-2.5195
2794,481,231.4792,18.4665
1331,502,231.4815,47.9986
592,135,231.4886,3.1943
1166,130,231.4979,48.9800
1331,120,231.4980,47.4124
1387,565,231.5155,33.1409
794,102,231.5199,52.4889
592,140,231.5259,3.1630
2753,636,231.5261,12.8384
2161,90,231.5273,21.5065
2883,160,231.5650,55.7003
1847,73,231.5698,28.0577
1819,245,231.5746,5.5984
2794,130,231.5789,16.5153
1848,389,231.5835,27.8814
2781,158,231.5876,15.7212
2161,142,231.5985,22.0569
924,580,231.6051,-0.8327
2953,557,231.6058,1.8161
1679,343,231.6105,41.5266
1678,16,231.6109,41.4943
924,14,231.6126,-2.3097
2883,499,231.6150,56.2738
613,2,231.6220,58.9234
1679,395,231.6264,41.3394
2953,547,231.6305,1.8509
1678,583,231.6347,42.4922
1819,463,231.6364,7.1749
794,70,231.6372,52.4411
615,293,231.6537,57.4544
1835,395,231.6588,6.2340
1846,627,231.6657,28.6458
614,163,231.6769,54.7839
2164,341,231.6901,19.5019
614,456,231.6922,56.8967
2767,589,231.6930,14.8981
2767,602,231.6935,15.4412
1354,107,231.6943,34.2997
313,144,231.7080,-0.4248
1679,271,231.7198,40.8574
1388,384,231.7291,31.9584
1293,122,231.7296,38.2289
2953,580,231.7714,2.3319
1679,376,231.7824,41.9015
2794,148,231.7880,17.5970
2163,356,231.7897,25.2195
1387,75,231.7930,32.2300
1651,548,231.7996,30.4120
1819,412,231.8059,7.7327
794,636,231.8084,54.0924
1166,95,231.8159,49.3093
614,209,231.8335,54.5427
1331,101,231.8391,47.3126
2164,389,231.8539,19.8286
2160,620,231.8624,26.6104
2936,562,231.8637,40.5793
1651,552,231.8662,30.0127
1166,568,231.8804,51.2018
2161,527,231.9128,23.9137
1722,366,231.9169,10.2921
925,332,231.9188,-1.1008
1400,584,231.9205,37.2025
1331,552,231.9210,47.7919
592,575,231.9328,3.8837
1387,73,231.9488,32.3710
1819,411,231.9516,7.3519
2781,579,231.9799,16.7934
1651,97,231.9801,29.3504
2767,21,231.9970,14.2954
1650,624,232.0174,30.5631
1387,583,232.0300,32.9156
794,575,232.0404,53.9008
1051,114,232.0488,44.4333
614,143,232.0517,55.2934
794,56,232.0903,53.1751
313,11,232.1023,-0.7667
2161,77,232.1029,22.0276
1354,78,232.1037,34.7011
2794,81,232.1043,17.1820
1331,557,232.1116,47.7446
1722,166,232.1192,10.1796
1051,57,232.1267,44.0378
1401,338,232.1427,36.5940
2953,9,232.1484,0.8977
1331,62,232.1502,47.1159
313,62,232.1616,-0.2442
1293,41,232.1617,38.3154
2883,538,232.1723,56.4206
925,347,232.1856,-1.3238
1401,339,232.1947,36.6310
1388,432,232.1989,31.8552
2781,61,232.2003,16.1141
795,308,232.2044,51.2681
1332,351,232.2203,46.0691
1835,474,232.2235,5.7826
1293,106,232.2256,38.9159
2767,622,232.2345,15.0812
1354,28,232.2504,34.4849
1293,49,232.2618,38.6842
2954,368,232.2858,2.5038
313,32,232.3077,-0.1705
1722,233,232.3147,9.4659
1722,228,232.3226,8.8911
1331,585,232.3230,47.6441
795,415,232.3300,52.1434
614,522,232.3419,57.1381
1166,559,232.3487,50.6335
614,150,232.3492,54.9857
1723,204,232.3554,8.0997
2781,581,232.3596,16.7293
1331,610,232.3599,48.3545
1167,332,232.3677,49.1143
1331,593,232.3682,47.7584
2164,171,232.3809,19.3577
794,612,232.3834,53.6870
2883,85,232.3864,55.7028
1819,54,232.4121,6.0772
1331,588,232.4133,47.8122
2953,629,232.4223,1.8317
2163,365,232.4232,25.8044
615,407,232.4281,59.0989
1052,341,232.4328,43.6550
1652,198,232.4380,28.9776
2161,21,232.4444,21.9365
1332,289,232.4548,45.4647
2464,152,232.4618,49.9138
614,160,232.4682,55.5630
1848,229,232.4693,26.9024
1401,237,232.4786,35.6395
2781,633,232.4848,16.2623
925,349,232.5033,-1.7069
363,343,232.5057,0.6370
2782,316,232.5062,15.0519
1819,109,232.5091,6.3420
1400,638,232.5309,37.5923
1722,426,232.5451,11.0510
615,200,232.5581,58.1340
1293,552,232.5587,39.3906
2161,604,232.5639,23.5177
1723,403,232.5661,8.5964
1167,305,232.6007,48.2379
2163,190,232.6034,24.3203
1835,593,232.6136,5.7911
1835,598,232.6141,6.3919
1401,461,232.6174,35.8811
2794,61,232.6457,17.4838
1819,599,232.6461,6.6781
2449,544,232.6468,50.4383
1051,634,232.6787,44.8401
1293,68,232.6907,38.6645
593,442,232.6988,3.5225
1401,198,232.7023,35.6358
1293,597,232.7215,39.6837
1679,188,232.7444,40.6089
2768,259,232.7607,12.8268
2754,477,232.7675,12.2144
1355,203,232.7962,33.2170
2883,568,232.8035,56.1680
2162,82,232.8093,20.5887
1652,243,232.8194,28.6517
2754,488,232.8198,12.0818
1401,467,232.8319,35.8773
2163,460,232.8359,25.5222
614,576,232.8440,56.7862
2782,272,232.8467,15.0415
1723,231,232.8503,7.9087
614,494,232.8515,55.7182
1722,507,232.8531,10.8878
1401,402,232.8702,36.9584
1332,242,232.8747,45.2855
1355,439,232.8815,34.3934
1652,402,232.8863,29.7360
2883,589,232.8887,56.5758
1848,536,232.8941,28.1651
2164,217,232.9034,18.6769
2754,201,232.9375,11.3985
1294,397,232.9425,38.1432
593,275,232.9427,2.5190
2754,161,232.9539,11.7057
2794,30,232.9579,17.8371
2162,89,232.9596,20.3953
1294,388,232.9672,38.1944
795,222,232.9766,50.9767
1848,488,232.9863,27.9147
2782,295,232.9999,14.2860
1722,115,233.0023,9.7264
1722,111,233.0027,9.0945
1401,420,233.0067,37.0007
614,502,233.0153,55.8958
1388,167,233.0165,31.3366
2954,499,233.0248,1.8203
2164,203,233.0254,18.3170
1052,196,233.0265,43.2154
2464,9,233.0390,49.0102
2883,613,233.0402,56.4575
2768,223,233.0475,13.4959
363,531,233.0495,0.8428
2768,406,233.0554,14.7926
1294,385,233.0705,38.1710
1848,498,233.0833,27.8743
925,200,233.0851,-1.8370
1652,485,233.1011,29.2042
2164,486,233.1082,19.5664
1388,496,233.1093,31.5273
1355,275,233.1249,32.6162
1388,577,233.1344,32.1198
615,473,233.1390,58.7106
1848,510,233.1490,27.6433
2954,518,233.1566,1.7480
2162,59,233.1930,21.0085
2162,420,233.1976,22.6178
614,520,233.2008,55.8415
2795,334,233.2040,17.6502
593,228,233.2207,2.5381
1722,68,233.2282,9.4153
363,527,233.2389,0.8658
1388,154,233.2427,30.9852
2164,212,233.2513,18.7295
2782,369,233.2556,16.5367
795,461,233.2603,52.4913
1052,182,233.2605,43.0217
1722,74,233.2626,9.1490
1820,278,233.2648,6.6758
1294,266,233.2677,37.4800
1835,624,233.2707,5.7454
795,543,233.2763,52.9804
1388,83,233.2861,30.3058
1820,452,233.2874,7.3248
2164,105,233.2903,19.0241
2782,370,233.2963,16.2683
1722,556,233.2990,10.7683
593,509,233.3000,4.1108
1679,138,233.3098,40.4658
1723,97,233.3380,8.4134
1294,265,233.3407,37.5820
925,526,233.3565,-0.8620
1820,443,233.3614,7.5133
1355,146,233.3684,33.2309
2164,119,233.3751,19.0099
1293,30,233.3992,38.7170
615,96,233.4001,57.3099
1835,637,233.4006,5.7324
2954,595,233.4045,1.7730
2954,568,233.4086,2.2132
1167,369,233.4098,49.8271
2954,570,233.4142,2.2957
1401,525,233.4324,36.5990
796,294,233.4513,50.5245
1294,239,233.4562,37.6801
1294,226,233.4906,37.6356
614,551,233.5193,55.6598
1848,41,233.5236,26.8134
1355,441,233.5345,33.8944
2165,400,233.5354,24.0890
796,293,233.5528,50.5682
2954,73,233.5532,1.4108
1723,69,233.5682,7.7036
616,417,233.5748,54.2146
1401,140,233.5790,35.3234
615,94,233.5948,57.1946
1355,199,233.5949,33.0129
2768,460,233.5970,14.9212
2795,233,233.6002,16.9065
1167,229,233.6190,48.0080
1820,81,233.6647,5.7082
796,339,233.6654,50.7463
1848,5,233.6921,26.2538
1052,180,233.7075,42.9190
1836,304,233.7166,4.5856
1848,111,233.7219,27.1109
1848,15,233.7250,26.5207
1652,97,233.7269,28.5397
1679,141,233.7286,41.0009
2464,640,233.7350,49.9387
2768,176,233.7490,13.4504
1848,589,233.7749,27.6938
1835,610,233.7783,5.3977
315,288,233.7845,-1.1816
1679,53,233.7864,39.9481
1167,471,233.8111,48.6166
1836,258,233.8216,4.5755
614,591,233.8243,55.7407
2782,198,233.8418,14.9122
1679,146,233.8794,40.8139
2754,543,233.8864,12.3152
1820,51,233.9001,6.1319
2754,556,233.9043,11.9510
363,623,233.9050,0.5038
1652,46,233.9062,27.9080
1581,349,233.9100,32.8367
1355,471,233.9132,33.9752
2165,282,233.9427,23.1865
925,52,233.9482,-2.1708
1836,267,233.9662,4.7379
1652,612,233.9742,29.7205
2782,488,233.9837,15.5853
1389,279,233.9900,30.2155
615,547,233.9986,58.5752
2166,314,234.0010,20.6382
1388,581,234.0110,31.8343
1652,19,234.0132,28.6250
1679,585,234.0248,41.3097
2754,24,234.0400,11.6092
1388,22,234.0728,31.3706
1167,465,234.0734,48.9818
2955,349,234.0812,2.0330
1581,341,234.0904,33.0396
2162,581,234.1021,22.1834
796,305,234.1076,50.0919
2782,165,234.1129,14.6214
2754,597,234.1299,12.0547
2164,8,234.1431,18.6020
1167,496,234.1441,48.7070
796,343,234.1600,51.5921
1052,204,234.1612,42.4738
1581,318,234.1725,32.1994
2163,634,234.1794,25.2053
1680,303,234.1899,39.3304
2782,485,234.1987,15.3639
2782,145,234.2018,14.7946
1052,558,234.2030,43.3650
796,246,234.2094,50.1362
1849,342,234.2296,26.3428
1680,314,234.2313,39.5451
1725,307,234.2315,9.6213
2166,273,234.2417,20.8645
1333,353,234.2541,44.9921
1294,486,234.2584,38.1750
1820,110,234.2616,6.3677
616,174,234.2665,53.5389
1725,352,234.2761,9.7779
2164,29,234.2947,18.8894
1052,104,234.2952,42.7364
1725,337,234.3038,10.4326
1848,21,234.3094,27.2699
1820,604,234.3143,7.3580
615,585,234.3156,58.4928
795,525,234.3181,52.7224
2782,512,234.3211,15.7754
1679,637,234.3240,41.3528
1052,549,234.3244,43.4647
2795,122,234.3259,15.7879
2795,125,234.3291,15.9781
1294,96,234.3550,37.3189
926,313,234.3557,-1.7807
2165,222,234.3654,23.3073
1725,318,234.3707,9.3694
615,588,234.3731,58.5402
795,69,234.3763,51.1354
2782,152,234.3890,15.0659
2768,65,234.4047,13.2020
2782,515,234.4060,15.2726
2955,323,234.4472,2.2045
2166,209,234.4587,20.1766
1725,295,234.4739,8.8478
925,6,234.4744,-2.3497
2166,211,234.4865,19.9902
1052,548,234.5024,43.4716
1355,4,234.5105,33.2466
2166,195,234.5213,21.2708
1849,427,234.5216,26.5594
795,26,234.5306,50.9939
1052,112,234.5383,43.1987
1052,135,234.5412,41.8627
