PLATE,FIB,RA,DEC
2934,408,221.5400,1.2226
2750,295,221.5453,13.4709
1714,313,221.5514,11.5693
1713,254,221.5620,9.3876
1712,611,221.5623,13.0335
920,446,221.5723,-1.0253
2142,469,221.5754,27.6510
608,464,221.5761,60.1019
608,467,221.5771,60.0787
537,217,221.5824,1.0688
2142,173,221.5910,26.2854
1712,41,221.5940,11.3030
1397,391,221.5942,40.9892
1842,26,221.5943,30.7667
1289,157,221.5958,43.7191
2763,364,221.6012,17.5247
2142,123,221.6224,25.6210
1814,355,221.6332,8.5810
1289,503,221.6334,44.3035
608,131,221.6341,58.5839
537,165,221.6432,1.3389
1397,249,221.6510,40.3907
537,127,221.6519,0.6980
2141,185,221.6604,28.9543
791,468,221.6642,57.5076
791,469,221.6717,57.1780
587,563,221.6727,4.5291
608,537,221.6807,60.4540
2947,638,221.6811,64.0465
1646,510,221.6865,34.4362
1814,360,221.6940,8.8366
1047,79,221.7024,48.9695
2763,185,221.7036,15.8710
2749,149,221.7051,13.5518
537,124,221.7071,0.3988
1711,31,221.7079,10.0646
1829,134,221.7105,5.2126
1397,250,221.7127,40.0767
2934,196,221.7298,-0.2295
2947,627,221.7314,64.0930
2749,111,221.7371,13.7733
1397,375,221.7493,41.4932
2142,484,221.7595,27.5473
2143,430,221.7601,24.9923
2776,119,221.7623,18.4191
1383,257,221.7762,35.1656
2789,618,221.7784,21.4776
2947,27,221.7787,62.1351
1328,369,221.7809,52.0611
1713,387,221.7885,10.6402
920,516,221.7918,-1.5849
920,515,221.8043,-1.3663
1163,436,221.8150,54.2871
791,152,221.8181,56.8447
920,504,221.8228,-1.4118
587,556,221.8249,4.0201
2141,140,221.8498,28.4559
1397,416,221.8526,41.6976
1646,156,221.8527,33.6479
2142,100,221.8891,26.0837
1675,443,221.8894,46.9566
1713,381,221.8921,10.4203
2144,372,221.8939,23.4212
920,117,221.9179,-2.2750
1328,224,221.9227,51.1402
1713,436,221.9285,10.0568
920,543,221.9289,-1.9888
537,146,221.9484,1.2895
1397,407,221.9626,41.4445
608,82,221.9686,58.4056
2763,6,221.9695,14.9069
2143,197,221.9743,24.5567
1712,605,221.9750,13.0016
2142,152,221.9786,26.5511
2143,416,221.9800,25.1047
308,100,221.9935,-0.8487
2144,382,221.9953,22.9593
2142,50,221.9997,25.8472
2777,257,222.0099,17.3545
2763,131,222.0107,15.3025
588,357,222.0137,3.9327
2143,213,222.0140,24.1179
1675,522,222.0183,47.0301
1289,66,222.0194,43.7487
2947,60,222.0230,62.9838
1289,552,222.0244,44.1351
1675,132,222.0317,45.3783
2790,264,222.0643,20.2341
1397,244,222.0776,40.1418
1675,139,222.0796,45.1921
2749,6,222.0978,13.1652
2947,24,222.1012,62.3892
1712,638,222.1088,12.4708
2141,83,222.1159,28.1832
1713,220,222.1259,9.0899
1289,80,222.1303,43.9074
920,576,222.1319,-1.2109
2776,633,222.1322,18.7930
2776,639,222.1414,18.7585
1646,562,222.1526,34.8983
1675,134,222.1595,45.6716
1047,26,222.1729,48.6900
1383,488,222.1858,36.5176
1713,211,222.1862,9.4762
1328,203,222.1867,49.8097
588,298,222.1924,3.2431
1714,257,222.1925,10.8848
2777,375,222.1965,19.3734
920,584,222.2054,-1.5900
1397,215,222.2098,40.2095
608,510,222.2139,60.3749
1714,244,222.2177,10.9991
1047,586,222.2209,49.8050
2776,622,222.2221,19.0349
1048,226,222.2226,47.6392
537,560,222.2302,2.0802
537,546,222.2346,2.3895
1383,444,222.2359,36.9009
1383,154,222.2510,35.7697
920,591,222.2590,-1.9716
609,525,222.2626,63.5950
1290,359,222.2746,43.1775
920,47,222.2813,-2.9563
1383,452,222.2974,37.1261
920,605,222.2993,-1.0041
537,45,222.3060,0.5841
537,48,222.3202,1.1366
1383,487,222.3294,36.2946
921,316,222.3400,-1.9427
2763,57,222.3400,15.3413
609,462,222.3472,63.0382
608,118,222.3702,59.7438
1646,65,222.3720,33.6364
1714,363,222.3721,12.7289
1647,281,222.3935,32.5248
1351,345,222.4053,38.2867
2763,53,222.4273,15.0310
1047,31,222.4314,49.1250
1289,597,222.4442,44.4310
1164,360,222.4770,53.2652
2143,488,222.4832,24.6245
2790,459,222.4915,21.3050
1713,187,222.5066,9.6486
2750,375,222.5135,15.2699
2144,528,222.5199,24.1163
1714,193,222.5224,11.7134
1289,634,222.5308,44.0509
2141,572,222.5372,30.0170
1843,384,222.5510,30.9641
791,576,222.5566,57.9610
537,607,222.5583,2.5692
1047,625,222.5632,49.6653
1328,482,222.5671,51.5934
1646,596,222.5736,34.0992
920,617,222.5802,-1.2945
792,308,222.5838,55.6212
1397,144,222.5937,40.4442
2142,594,222.5937,27.1559
1843,394,222.6092,31.1806
2144,95,222.6276,21.8050
1397,494,222.6438,41.2810
1713,89,222.6471,9.1931
2143,491,222.6583,24.6571
308,70,222.6893,-0.7334
2777,497,222.7035,18.5646
2790,166,222.7043,20.1656
1290,399,222.7049,43.0065
1647,373,222.7091,34.1105
610,332,222.7154,59.3118
588,426,222.7290,4.4308
1676,334,222.7474,45.0292
1829,36,222.7582,6.0416
2141,80,222.7685,29.2562
2764,341,222.7745,16.2289
538,322,222.7831,2.9377
2764,305,222.7954,15.5488
1328,498,222.8056,51.6532
1351,354,222.8097,38.1078
1830,314,222.8135,5.4931
2777,539,222.8142,19.3923
2763,517,222.8196,16.2561
2947,14,222.8214,63.3295
538,381,222.8217,2.1047
2778,357,222.8305,18.1465
2778,307,222.8323,18.0681
1350,22,222.8356,38.4351
1350,629,222.8361,39.2307
2750,402,222.8367,15.2840
2750,415,222.8555,14.6933
1675,60,222.8577,45.5293
1328,99,222.8580,50.1777
309,283,222.8705,-0.9488
2763,576,222.8764,17.1582
2141,18,222.8888,28.5582
308,31,222.8979,-0.3058
2145,266,222.9024,25.6553
1397,571,222.9096,41.9003
1289,639,222.9102,43.9774
1397,101,222.9252,40.6793
1676,283,222.9352,44.6720
792,265,222.9504,55.3699
1830,361,222.9715,6.4283
2141,602,222.9791,29.9554
309,400,222.9802,0.0894
1714,97,222.9849,11.1270
2750,130,222.9901,12.9573
792,346,222.9949,56.0875
1397,520,223.0065,41.0789
1713,579,223.0079,10.9424
791,592,223.0097,57.1827
1290,361,223.0203,43.8607
538,374,223.0331,2.8387
2750,147,223.0398,13.7648
588,233,223.0402,3.5245
791,607,223.0485,57.7495
538,380,223.0536,2.5907
1351,388,223.0624,38.4424
538,243,223.0928,0.9971
2750,441,223.1050,14.9308
1351,399,223.1133,38.2837
1713,102,223.1212,9.5347
608,546,223.1224,59.8656
1647,244,223.1262,32.3295
538,362,223.1262,2.7311
2750,84,223.1266,13.0409
1329,301,223.1372,49.8916
1163,512,223.1632,54.4691
921,236,223.1647,-2.2331
1715,346,223.1785,9.4497
538,434,223.1818,1.9085
309,390,223.1938,0.5807
1714,514,223.1988,11.9389
1397,65,223.2074,40.4486
1290,411,223.2091,43.6587
2144,596,223.2149,22.7843
1328,529,223.2155,52.6656
1675,8,223.2229,45.5700
2148,246,223.2245,21.6140
2146,271,223.2281,28.3564
1290,409,223.2323,43.8271
1647,431,223.2425,33.4659
2145,254,223.2450,25.4318
1397,505,223.2492,41.4180
1328,115,223.2511,50.8784
1675,613,223.2556,46.8449
1714,86,223.2562,10.6048
1329,359,223.2570,50.3773
2143,546,223.2639,24.7261
1647,444,223.2655,33.9554
608,617,223.2713,60.5875
538,429,223.2781,2.1213
2750,110,223.2802,13.6643
1675,587,223.2810,46.5657
538,259,223.2901,0.5643
1290,197,223.2972,42.3867
1647,180,223.3001,32.8258
2777,551,223.3009,18.4755
2764,423,223.3115,16.1269
309,428,223.3227,0.5781
538,212,223.3407,1.0252
1830,227,223.3436,5.5801
309,423,223.3731,0.3993
609,103,223.3741,61.9966
1048,493,223.3921,48.3549
610,324,223.4010,59.7808
1328,80,223.4213,50.9418
792,234,223.4326,55.5101
1830,87,223.4355,4.9461
1713,592,223.4364,10.2068
1328,12,223.4376,50.4728
1830,463,223.4466,5.9590
1843,459,223.4571,32.0938
2146,234,223.4596,28.0552
611,307,223.4599,61.0192
538,405,223.4604,2.8812
792,382,223.4697,56.2056
1814,65,223.4703,7.1320
2148,343,223.4714,22.6260
588,496,223.4727,4.0234
588,144,223.4732,3.4141
921,401,223.4856,-0.9687
2146,330,223.4871,29.8046
2750,51,223.4891,13.1489
921,408,223.5053,-0.6539
2145,177,223.5132,25.7114
1397,63,223.5158,40.4342
2764,226,223.5184,15.5203
792,292,223.5198,55.0186
538,219,223.5209,0.4730
2763,31,223.5278,16.0221
1647,521,223.5352,34.3415
538,474,223.5357,1.8441
1328,555,223.5373,51.2455
538,121,223.5406,0.5985
2146,240,223.5438,28.0813
2750,546,223.5490,14.1670
1676,260,223.5523,44.9727
2750,115,223.5529,13.9997
1397,17,223.5579,40.2906
588,495,223.5626,4.1284
1397,3,223.5701,39.9172
609,519,223.5760,62.9032
1716,358,223.5774,12.1816
2143,596,223.5867,24.4696
1397,68,223.6109,40.7495
791,623,223.6189,57.2448
1830,451,223.6221,6.5945
1397,18,223.6232,40.3889
309,466,223.6236,0.6892
610,387,223.6314,58.8481
792,388,223.6371,55.9730
1830,446,223.6375,6.5726
538,473,223.6402,2.0015
921,136,223.6446,-2.5271
1830,173,223.6517,5.3296
1351,198,223.6545,37.6929
1814,51,223.6568,7.3530
921,443,223.6890,-0.6732
610,286,223.6914,57.8609
1814,28,223.6988,6.8841
2148,178,223.7003,22.1568
1329,387,223.7004,50.4853
2146,249,223.7035,27.7752
1830,44,223.7110,4.9253
588,103,223.7231,3.4158
610,364,223.7296,59.4214
921,180,223.7313,-2.3788
538,85,223.7348,0.7433
610,381,223.7377,59.1040
610,383,223.7380,58.9678
2143,28,223.7387,23.9802
1290,158,223.7560,42.3438
1843,536,223.7600,31.6305
2148,473,223.7628,22.7578
2143,14,223.7661,23.8138
1383,31,223.7782,35.7971
792,367,223.7801,57.2811
309,492,223.7977,0.3628
538,181,223.7985,1.4865
1676,405,223.8041,45.5607
921,161,223.8181,-2.0733
1163,590,223.8205,54.6777
608,585,223.8292,60.1443
1384,347,223.8297,35.1505
2764,449,223.8324,17.1623
611,320,223.8368,60.7664
2750,634,223.8449,14.2877
1351,194,223.8573,37.6662
1048,603,223.8581,48.9504
1164,373,223.8618,53.9643
2750,69,223.8619,13.4032
792,184,223.8664,55.4464
2146,196,223.8889,28.0017
588,560,223.8968,4.3273
538,100,223.8988,0.7999
792,396,223.9024,56.1900
1814,618,223.9037,8.1154
2764,489,223.9046,16.4385
1048,618,223.9296,49.2843
2146,435,223.9341,28.4234
1329,396,223.9449,50.0530
921,84,223.9503,-2.6704
1676,207,223.9755,44.5271
1164,288,223.9763,52.3079
538,536,223.9800,2.6250
1328,18,223.9825,50.3209
1843,577,223.9938,31.6877
609,52,223.9990,61.6923
1647,88,224.0035,32.2512
1676,213,224.0122,44.8879
538,168,224.0128,1.2460
1714,607,224.0159,12.6141
1397,4,224.0178,40.0348
2764,499,224.0470,16.0126
1290,528,224.0659,43.6651
2145,111,224.0977,26.1301
588,594,224.1028,4.1281
1290,129,224.1155,41.8289
921,147,224.1183,-2.4083
2790,40,224.1207,20.1242
1163,632,224.1215,54.6544
1329,385,224.1469,50.3601
309,546,224.1489,0.1974
1049,269,224.1692,46.8482
921,153,224.1708,-2.3054
2751,285,224.1816,12.7791
610,417,224.1887,59.9097
1715,368,224.1897,11.0285
2764,514,224.1937,16.1609
1049,270,224.1950,46.8261
1163,30,224.2325,53.7754
538,546,224.2556,2.3059
610,406,224.2624,60.0096
2146,477,224.2673,28.5758
1815,299,224.2689,7.3426
1398,348,224.2707,40.1446
2145,524,224.2717,27.1325
1049,383,224.2722,47.8086
309,556,224.2764,0.2961
2148,113,224.2764,22.0969
538,57,224.2823,1.1545
1290,93,224.3068,42.2617
1815,247,224.3075,7.4828
1290,119,224.3120,42.6408
1351,487,224.3123,38.1640
2764,99,224.3146,15.0377
1384,372,224.3172,35.7969
2149,249,224.3173,23.8487
1384,195,224.3422,34.8847
1830,71,224.3439,5.3227
921,575,224.3446,-1.1336
1715,478,224.3515,9.9308
1676,427,224.3571,46.3482
1398,385,224.3767,40.2479
1830,596,224.3991,5.6953
1831,322,224.4042,5.8670
2149,276,224.4282,24.6040
1351,501,224.4349,38.2179
1352,359,224.4368,37.0611
610,291,224.4481,57.7399
610,246,224.4486,57.8923
921,578,224.4507,-1.0921
1831,293,224.4676,5.6055
921,563,224.4710,-1.2330
608,637,224.4745,60.2395
309,592,224.4752,0.6108
539,309,224.4775,1.7048
610,241,224.4844,57.7464
2150,286,224.4976,21.0049
609,79,224.4985,62.5559
1398,222,224.5039,39.1752
1676,507,224.5065,46.0880
1647,611,224.5169,34.0772
1715,214,224.5250,8.9250
1647,559,224.5250,33.4564
588,4,224.5480,3.0814
309,588,224.5634,0.6524
1290,562,224.5660,43.6202
1830,590,224.5696,5.7370
1844,287,224.5715,29.5523
1164,411,224.5723,53.8749
309,15,224.5730,-0.6877
1647,35,224.5827,33.2372
1844,334,224.5864,31.2276
792,461,224.5885,55.8988
610,469,224.5885,59.2562
1715,177,224.5917,9.4039
2150,231,224.5957,21.7769
1716,220,224.5977,11.5423
2145,563,224.6109,27.3503
2149,421,224.6180,25.3486
1815,375,224.6198,8.4887
1648,353,224.6213,32.6531
1647,541,224.6214,33.5689
611,273,224.6244,60.9373
1830,621,224.6270,5.8107
1352,328,224.6386,37.6785
1290,513,224.6534,43.1160
1815,378,224.6563,8.5253
1716,237,224.6604,10.7236
1831,308,224.6763,4.8570
310,354,224.6829,0.0795
2778,600,224.6917,18.0028
1290,603,224.6937,43.6856
538,8,224.7059,1.1542
2149,187,224.7130,24.5719
610,245,224.7158,57.7356
1716,513,224.7381,12.4391
792,137,224.7464,55.0834
309,39,224.7636,-0.3824
792,478,224.7649,56.3753
1715,453,224.7658,10.3806
1676,542,224.7685,45.8048
611,372,224.7710,62.0481
1049,427,224.7735,47.5472
2778,49,224.7759,16.6794
310,350,224.7800,0.4003
1715,154,224.7833,9.3363
1290,557,224.7922,42.8703
2751,430,224.7980,13.6245
538,627,224.8218,1.8251
2778,4,224.8261,17.1810
1715,128,224.8270,8.7183
1815,228,224.8332,7.6096
2778,594,224.8393,18.2516
1384,214,224.8510,34.0203
610,210,224.8545,57.6739
1329,184,224.8597,49.5269
921,61,224.8601,-2.2166
1648,393,224.8626,32.8994
1398,199,224.8821,39.5581
538,27,224.8843,1.4654
610,198,224.9056,58.3673
1815,420,224.9212,8.5033
1843,629,224.9273,31.1249
539,246,224.9293,1.1004
1398,258,224.9299,39.0017
792,128,224.9347,54.6635
1647,617,224.9572,33.8922
1648,266,224.9669,32.2223
2778,569,224.9683,18.7614
1351,114,224.9717,37.4729
1831,273,224.9898,4.8568
1844,385,224.9987,30.6197
1647,639,225.0008,33.5106
2145,618,225.0084,27.0416
1716,120,225.0103,10.9363
1716,467,225.0161,11.9036
539,364,225.0273,2.6551
792,86,225.0401,54.7389
611,366,225.0413,62.3761
310,296,225.0646,-0.6389
1815,129,225.0683,6.8558
2779,308,225.0767,17.3675
2150,481,225.0838,22.7196
2765,286,225.0893,14.7752
609,19,225.0979,61.7916
1648,333,225.1092,33.0151
1676,114,225.1162,43.7002
539,235,225.1231,1.5016
610,535,225.1250,59.8184
310,388,225.1397,0.5649
2765,346,225.1415,16.2450
922,283,225.1421,-2.7476
1717,343,225.1498,10.1948
1398,169,225.1561,39.2434
2779,359,225.1698,17.5360
1831,221,225.1702,4.7861
1844,435,225.1758,30.7045
2149,155,225.1780,24.3138
1676,125,225.1867,44.5364
1676,124,225.1892,44.4478
1329,144,225.1942,49.5529
2935,397,225.2038,32.7283
1384,137,225.2078,34.3681
2751,420,225.2154,14.3933
2150,408,225.2192,23.3104
610,168,225.2212,58.0962
1351,602,225.2335,38.3923
1352,267,225.2422,36.3923
611,416,225.2447,61.7519
1844,427,225.2555,30.5140
2935,398,225.2597,32.7110
610,522,225.2629,59.7566
922,329,225.2706,-1.1244
539,221,225.2718,1.4649
1290,35,225.2822,42.3578
610,161,225.2833,58.2899
1648,378,225.2850,33.2538
310,248,225.2881,-1.2508
2791,53,225.2887,18.5484
1329,457,225.3080,51.3378
310,241,225.3099,-0.8947
1164,153,225.3171,52.9324
2751,406,225.3274,14.5225
1831,162,225.3310,5.1911
1831,174,225.3385,5.1311
792,92,225.3428,54.9781
2152,384,225.3439,25.1812
1351,19,225.3546,37.1041
1815,87,225.3578,6.7020
2792,386,225.3677,19.5698
2151,279,225.3741,26.7066
1398,499,225.3823,39.9300
2151,258,225.3837,27.3261
611,221,225.3908,60.9516
1831,449,225.3989,5.9853
1648,183,225.4068,32.2437
1815,84,225.4350,6.4431
1844,476,225.4364,30.5609
2152,435,225.4438,24.5560
1049,460,225.4469,48.0600
1831,149,225.4480,5.3351
793,333,225.4485,55.5620
539,471,225.4542,2.3256
1384,84,225.4560,34.1421
539,479,225.4698,1.8104
1716,85,225.4732,11.2534
2151,304,225.4806,26.3382
539,203,225.4830,0.7897
1351,15,225.4926,36.9019
1352,234,225.4932,36.8968
610,146,225.5034,58.0917
922,258,225.5233,-2.6774
792,119,225.5273,55.3629
310,236,225.5278,-0.6019
1831,518,225.5289,6.6857
1831,465,225.5361,6.0869
1716,540,225.5388,11.8191
610,526,225.5601,59.5145
2792,434,225.5605,19.4077
1648,465,225.5693,32.5343
1384,564,225.5713,35.9164
539,450,225.5727,2.7667
1049,141,225.5853,46.8760
1290,619,225.6027,43.3822
1049,533,225.6066,48.4630
1676,561,225.6091,45.6480
2778,640,225.6108,18.0110
1049,523,225.6121,48.6198
1844,463,225.6134,30.5813
2151,323,225.6136,27.7470
1329,119,225.6139,49.9442
2779,376,225.6266,18.0865
1049,150,225.6560,46.7915
589,217,225.6600,3.0412
1648,199,225.6695,32.1174
2779,380,225.6696,18.3408
1676,56,225.6967,44.8953
2751,493,225.7020,13.6088
2149,597,225.7176,24.7561
2149,565,225.7435,25.9282
922,237,225.7486,-2.0489
1844,537,225.7495,30.8364
2751,521,225.7544,14.3250
2779,289,225.7601,16.1355
792,51,225.7772,54.9271
611,188,225.7869,61.0977
2779,196,225.8040,17.0890
2935,480,225.8074,32.3424
1716,4,225.8348,11.3966
1648,469,225.8411,32.6284
611,451,225.8549,61.7848
1351,634,225.8593,37.6458
539,143,225.8604,1.5330
1398,571,225.8675,40.7434
589,481,225.8704,4.3303
1352,194,225.8841,36.6884
1677,358,225.8872,44.0224
2779,468,225.8901,17.8437
2779,405,225.9157,18.5733
792,549,225.9250,56.2190
1716,603,225.9340,11.7629
793,270,225.9380,54.4194
589,539,225.9414,4.5726
610,99,225.9539,57.3924
1352,189,225.9637,36.4261
1716,623,225.9664,12.2865
539,82,225.9718,0.9772
2791,622,225.9790,20.1504
922,429,225.9795,-1.6186
2779,406,225.9829,18.4350
2765,253,225.9909,14.0395
2152,162,225.9979,24.0925
2792,241,225.9992,18.1060
1330,353,226.0026,49.2853
1398,565,226.0033,40.3346
1164,3,226.0159,51.7228
1815,78,226.0254,7.6645
1352,216,226.0255,36.1074
611,474,226.0260,61.6731
539,120,226.0327,1.6916
2765,477,226.0593,15.9223
1676,627,226.0596,46.1570
1717,459,226.0691,10.4259
2154,316,226.0698,27.0741
1816,282,226.0883,7.1556
922,123,226.0921,-2.7658
2779,145,226.0967,17.1723
1398,612,226.1002,40.2608
310,183,226.1064,-0.1342
2151,426,226.1112,28.9085
1398,560,226.1160,39.6966
1816,281,226.1239,7.1055
1816,279,226.1245,7.6205
2751,510,226.1334,13.9539
1330,360,226.1352,49.2417
1352,163,226.1629,36.7594
2751,579,226.1681,14.1564
589,145,226.1812,3.3077
1677,287,226.1861,42.7936
1049,576,226.1871,48.2063
1165,277,226.1873,51.4445
792,67,226.1963,55.7865
1049,571,226.2011,48.0153
1291,476,226.2091,41.8738
1676,8,226.2257,44.7510
610,561,226.2270,59.8601
2151,496,226.2580,27.9951
922,178,226.2644,-2.3901
1384,27,226.2735,34.8322
2153,422,226.2773,21.7942
589,150,226.3056,3.2874
1352,172,226.3057,36.6158
1384,34,226.3315,34.9003
1718,346,226.3518,12.1907
612,344,226.3640,57.6089
1648,540,226.3658,33.1899
2751,50,226.3688,12.3463
2151,546,226.3712,28.5598
2155,305,226.3718,23.6735
2152,406,226.3745,25.6284
2154,289,226.3756,26.2440
612,314,226.3796,56.7184
1291,465,226.3834,42.3010
1291,182,226.3885,41.3296
2765,444,226.4046,16.3974
1832,276,226.4117,5.4038
792,589,226.4118,56.2165
1329,68,226.4217,49.7236
2935,177,226.4351,31.8773
1165,228,226.4401,51.3778
792,606,226.4438,56.4658
2154,333,226.4502,27.9516
2155,350,226.4527,24.4517
922,491,226.4547,-1.7273
2150,38,226.4635,21.7654
2765,165,226.4737,15.2324
1831,54,226.4856,5.5660
2792,184,226.4924,18.9548
2935,123,226.4983,30.8283
1831,632,226.5024,6.3281
610,565,226.5088,59.4423
922,83,226.5137,-2.7776
1717,209,226.5219,8.5909
1385,272,226.5223,34.1098
610,7,226.5229,57.4796
2751,74,226.5250,13.2289
589,547,226.5285,4.2537
2765,491,226.5333,15.7323
310,553,226.5468,0.3066
310,541,226.5546,0.4819
2154,238,226.5653,27.2218
1718,406,226.5694,11.6947
1329,596,226.5694,50.2122
1049,97,226.5821,46.5793
1049,42,226.5854,46.1118
2155,302,226.5874,23.5106
2935,169,226.5947,32.0326
2792,539,226.5992,20.1379
2779,111,226.6081,17.1737
1718,271,226.6091,10.4930
1648,105,226.6192,31.9293
1165,391,226.6245,51.9202
1718,416,226.6323,11.5305
1385,370,226.6444,35.3270
1677,324,226.6484,45.0499
1831,14,226.6508,5.5925
612,261,226.6510,56.7091
2152,517,226.6551,24.6014
611,579,226.6769,62.3657
1164,584,226.6825,53.5262
2751,26,226.6890,13.1813
1385,390,226.7031,34.5007
793,254,226.7036,54.0212
2153,209,226.7052,20.3023
1844,607,226.7054,30.7070
2792,168,226.7236,19.1022
1164,16,226.7273,52.3347
610,4,226.7485,57.9575
1385,222,226.7588,33.8710
2779,558,226.7724,17.5371
612,266,226.7814,56.9446
2765,125,226.7989,14.5761
1718,437,226.8155,11.7160
1329,590,226.8177,50.4880
2935,84,226.8386,31.0511
2154,220,226.8537,26.0592
1677,424,226.8597,44.1137
1385,405,226.8668,35.1705
793,408,226.8776,55.6197
610,615,226.8800,59.4856
2155,393,226.8812,24.3197
1677,434,226.8829,43.9082
1291,122,226.8892,40.4464
1353,326,226.8956,36.7576
1352,49,226.9041,35.8409
2155,281,226.9096,22.7991
922,577,226.9153,-1.1531
1330,338,226.9158,49.4815
1677,377,226.9215,44.5240
2751,637,226.9258,13.4833
2151,45,226.9287,27.1230
311,314,226.9299,0.0982
2151,623,226.9456,28.5218
2155,391,226.9467,24.5744
1718,421,226.9675,11.9527
1385,212,226.9722,33.7017
1648,48,226.9779,31.0652
1718,428,226.9791,11.9067
1330,296,226.9820,48.0363
2765,517,226.9881,15.9890
590,283,226.9976,2.9132
610,36,227.0013,58.4521
1717,77,227.0025,9.0449
1677,202,227.0095,43.1126
1816,441,227.0147,8.2705
1385,471,227.0166,34.6687
540,247,227.0287,0.9362
310,73,227.0302,-0.1611
2765,60,227.0401,14.8172
540,251,227.0433,0.9685
2765,106,227.0447,15.3654
1844,595,227.0558,30.1768
793,431,227.0691,55.0754
1677,184,227.0732,43.4433
2152,619,227.0887,25.3660
610,588,227.0905,59.0626
1717,45,227.0942,8.5557
1050,288,227.0965,45.4894
1385,164,227.0988,33.7835
1291,83,227.1123,40.4342
2780,317,227.1199,16.9092
922,71,227.1303,-2.1570
1049,601,227.1415,47.9697
1165,241,227.1431,50.8797
2151,572,227.1433,27.4408
1844,602,227.1534,30.6684
611,111,227.1546,60.8322
612,287,227.1571,56.4666
611,102,227.1588,60.5945
1648,76,227.1638,32.0706
2152,545,227.1642,25.2653
1385,205,227.1740,33.2110
2765,618,227.1862,16.5837
612,239,227.1983,57.2504
590,361,227.2135,4.3613
1165,426,227.2164,51.9411
1329,40,227.2167,49.7649
1330,298,227.2202,48.2606
1330,240,227.2208,48.5471
1291,565,227.2209,42.6896
1049,18,227.2248,46.7161
2151,571,227.2358,27.3579
2765,50,227.2378,14.3177
1050,377,227.2423,47.0273
1353,263,227.2482,35.4834
2151,611,227.2647,27.7192
1677,163,227.2698,43.5880
2152,74,227.2921,24.1723
1399,283,227.3119,37.4704
922,586,227.3292,-1.5649
1352,20,227.3373,36.1758
2792,553,227.3443,19.4506
2935,3,227.3455,31.3087
2155,383,227.3474,24.5454
1385,490,227.3564,34.3144
1165,259,227.3569,50.9359
1845,392,227.3605,29.2506
540,449,227.3805,2.7428
2153,551,227.3826,21.5652
2155,259,227.3831,22.7834
1718,470,227.3838,11.2205
1165,250,227.3843,50.9643
1399,340,227.3942,39.0541
1353,369,227.3952,37.1439
1845,294,227.3964,28.6985
2765,605,227.3965,16.4740
1718,155,227.3985,10.8580
1050,281,227.4021,45.2120
1292,310,227.4042,40.2872
793,172,227.4074,54.6053
1385,519,227.4080,34.5137
922,638,227.4091,-1.8033
1330,229,227.4105,48.3283
1816,505,227.4186,7.7102
612,300,227.4337,56.2681
2766,353,227.4553,15.7425
1165,207,227.4576,50.8215
1845,228,227.4648,28.9356
610,633,227.4753,58.8581
1648,35,227.4818,32.1361
2154,75,227.4818,27.1592
923,328,227.4842,-0.9446
1845,330,227.4895,30.4349
2766,339,227.4955,15.8574
1816,553,227.4965,7.7473
2765,592,227.5106,15.8160
612,240,227.5122,57.0454
2765,597,227.5321,15.7964
2154,56,227.5373,25.8601
2152,582,227.5422,24.8317
923,381,227.5564,-1.3910
1845,428,227.5579,29.6001
611,116,227.5603,60.9066
1291,618,227.5739,42.3534
1050,294,227.5741,45.3578
1677,444,227.5781,44.7577
2792,20,227.5826,18.6702
2154,451,227.5884,28.2736
1353,380,227.5888,37.3411
1353,396,227.5928,36.2986
1845,290,227.6039,28.4137
2752,361,227.6074,14.2139
1718,125,227.6287,10.6330
613,308,227.6447,59.4285
1165,475,227.6471,51.8114
1385,116,227.6549,34.0391
1329,635,227.6671,50.1534
1291,582,227.6690,42.1997
590,227,227.6741,3.3029
922,624,227.6841,-1.8128
1648,636,227.6861,32.2870
2155,220,227.6895,22.6022
611,68,227.6974,60.8780
1719,421,227.7069,9.3904
1385,529,227.7113,34.8805
2156,343,227.7140,21.0310
1352,34,227.7176,36.7590
1049,625,227.7192,47.6511
2154,459,227.7273,28.0002
2766,355,227.7355,15.7557
1399,252,227.7370,37.6875
540,144,227.7584,1.4497
2155,186,227.7699,23.8932
1845,255,227.7754,28.6465
1719,235,227.8042,8.8648
612,252,227.8145,56.6209
923,371,227.8183,-1.0902
2154,537,227.8216,27.9512
1352,622,227.8285,37.1285
2765,630,227.8311,15.8007
1719,338,227.8368,9.9552
2765,627,227.8431,15.5934
1050,413,227.8548,46.7623
1833,267,227.8595,4.6977
2157,354,227.8699,26.8592
2156,263,227.8730,20.5132
1330,476,227.8731,49.2771
2156,305,227.8737,20.0621
1648,625,227.8770,32.5794
1677,145,227.8793,43.2918
1386,272,227.8938,33.0972
1330,419,227.8967,49.9995
1845,472,227.9068,29.6372
1649,329,227.9096,31.6976
1292,336,227.9357,41.4726
2155,451,227.9458,25.4068
1816,80,227.9465,7.2350
793,118,227.9725,54.5560
1385,64,227.9756,33.6914
612,206,227.9774,56.4746
1330,414,227.9806,49.9566
590,504,227.9833,4.1342
1292,273,227.9871,40.5250
2766,227,227.9968,14.8938
1719,374,228.0085,9.8502
1291,631,228.0103,42.2791
2155,131,228.0114,23.1552
794,328,228.0301,53.5715
2154,20,228.0340,25.8366
1399,168,228.0429,38.0483
1353,246,228.0461,35.0887
793,59,228.0587,54.1380
2155,140,228.0607,22.8566
