ix96629, plate, fiber, Z_START, Z_END, RA, DEC
7565,1697,573,2.304839,3.053446,199.105850,12.736620
7566,1354,78,2.243772,2.357433,232.103700,34.701141
7567,2210,36,2.627023,3.454664,251.071250,12.766475
7568,1268,38,2.297998,2.730191,130.376080,29.052932
7569,1974,348,2.677480,3.532082,172.132070,32.265777
7570,1275,470,2.200000,2.807352,143.054220,37.062349
7571,892,401,2.452632,3.297125,122.686440,37.375355
7572,1699,634,2.234822,2.569207,203.649180,11.794493
7573,1610,105,2.200000,2.944120,179.263280,11.851732
7574,503,409,2.200000,2.383879,154.783780,3.090840
7575,1203,319,2.200000,2.625479,115.380800,21.409152
7576,1295,126,3.286969,3.885472,122.507340,5.326798
7577,1045,618,3.291907,3.873206,216.168320,51.924280
7578,556,333,2.200000,2.937893,142.748960,56.041528
7579,1583,141,4.214952,4.240080,119.265590,20.236398
7580,1194,507,3.178788,3.741506,138.891530,7.316714
7581,458,415,2.245266,3.000174,45.782977,-6.749385
7582,959,529,2.534682,3.630378,202.273120,60.079238
7583,1773,609,2.200000,2.557199,200.334490,15.603163
7584,2027,161,2.624519,3.729072,179.103180,37.889492
7585,1983,384,2.376372,2.441339,163.255320,35.079303
7586,1263,195,2.416256,3.344229,116.251700,19.605228
7587,1436,257,3.084608,4.012093,164.640870,44.531445
7588,2084,502,2.226639,2.677652,130.733040,22.575545
7589,1463,75,2.489397,2.598343,203.386380,45.935063
7590,1003,46,2.200000,2.413678,166.524920,6.200812
7591,1745,411,3.157673,4.084175,152.706830,13.463023
7592,1674,340,2.642087,3.874602,218.364180,48.398379
7593,493,246,3.005441,4.008043,181.164270,66.597164
7594,1383,304,2.200000,2.902125,220.798290,35.779546
7595,1399,625,2.288898,3.352624,230.143900,38.651805
7596,1175,589,3.231071,3.822448,252.505120,34.501027
7597,629,300,2.647122,3.940150,249.960500,43.667708
7598,1201,546,2.696156,3.769157,140.481830,42.550106
7599,509,537,2.588809,3.414153,167.247010,3.191089
7600,1400,144,2.489397,3.142932,231.249810,36.632183
7601,551,410,2.917873,4.156078,133.113690,50.753001
7602,1939,294,2.987038,3.448040,140.916050,28.690874
7603,851,240,2.931428,3.776067,199.179180,4.516122
7604,1939,182,2.304839,3.087235,141.478070,29.020709
7605,749,177,3.209692,4.190006,358.434420,14.590347
7606,852,205,2.758810,3.961643,201.340230,3.559963
7607,920,422,3.175902,4.127398,221.119310,-1.395572
7608,1172,26,2.933239,3.862138,247.430990,39.203173
7609,395,445,2.200000,2.459951,14.559641,1.258444
7610,617,183,2.200000,2.633221,235.531920,55.979075
7611,353,177,3.309733,4.439525,257.560520,59.390695
7612,1194,341,2.714072,3.674404,137.377880,7.267306
7613,901,570,2.739817,3.555188,145.012590,51.267420
7614,840,126,2.898076,3.387769,178.269260,3.997661
7615,1439,293,2.321623,3.101382,167.125790,40.511823
7616,602,412,2.200000,2.583038,196.236790,65.754595
7617,1221,465,2.391176,3.276879,167.075700,9.992068
7618,1402,47,3.331620,4.346723,235.918270,34.295679
7619,436,144,2.955946,4.118300,119.387060,44.240186
7620,1591,263,2.200000,2.987126,136.287020,30.965924
7621,492,541,2.232588,2.982512,177.267330,67.655648
7622,745,217,2.360086,2.586790,350.388560,13.472725
7623,449,630,2.949575,4.218349,136.169320,53.844125
7624,1709,514,3.187457,4.089936,218.253720,10.507717
7625,748,484,2.253497,3.094551,356.513320,15.175583
7626,436,144,2.955946,4.118300,119.387060,44.240186
7627,880,165,2.393519,2.863376,175.054480,51.995842
7628,877,68,2.293444,2.753407,167.207120,50.217436
7629,1837,195,2.685958,3.806262,240.277440,4.592922
7630,403,308,2.971461,4.141664,28.415043,-0.184684
7631,1197,500,2.555907,2.682295,128.256860,35.526077
7632,2089,560,2.428865,3.157802,182.637020,34.217296
7633,1770,160,2.882848,4.001470,192.710000,14.801418
7634,1051,277,2.209596,2.657971,230.035140,44.408025
7635,1696,492,2.200000,3.167514,196.792720,12.506029
7636,2027,161,2.624519,3.729072,179.103180,37.889492
7637,1307,146,2.852568,3.877799,150.505740,9.848584
7638,2006,412,2.308646,2.721974,194.778310,34.424993
7639,532,517,2.713217,3.957435,212.212130,2.089634
7640,1674,520,2.200000,2.396660,219.879900,47.054943
7641,1200,321,2.200000,2.787097,136.706780,42.052396
7642,300,475,2.990712,4.254673,206.846190,0.366349
7643,1447,196,2.489397,3.435547,178.271520,42.541857
7644,2017,508,2.819006,3.717053,206.166950,28.516850
7645,1346,596,3.229123,4.160246,211.139770,42.753496
7646,964,109,2.787480,3.870800,167.644620,48.010306
7647,1414,124,2.237802,2.690047,251.467120,22.747205
7648,294,537,2.200000,2.425855,196.943760,0.848907
7649,1420,249,3.429455,3.494422,244.737010,30.239485
7650,1761,372,2.200000,2.538567,175.619410,15.738958
7651,299,275,2.200000,2.761663,204.196440,-0.815894
7652,2006,383,2.200000,2.818212,194.728090,34.099430
7653,889,571,2.285870,3.391224,117.308900,30.934970
7654,1952,413,2.742401,3.599956,151.482580,33.063901
7655,1693,582,3.170137,3.257604,256.025280,25.218077
7656,1209,601,2.200000,2.296868,131.715780,33.267046
7657,1338,525,2.268514,3.174355,247.477870,37.039580
7658,792,86,2.200000,2.250863,225.040140,54.738882
7659,663,415,2.220701,3.093402,24.753276,-8.789040
7660,944,452,3.194212,3.688363,154.821950,46.722070
7661,1287,187,2.200000,2.563050,214.553390,45.525589
7662,1755,562,2.803210,3.988580,175.066590,15.991388
7663,973,140,3.077090,4.323042,255.702320,31.679996
7664,1330,519,2.200000,2.251685,229.279500,49.000435
7665,1362,114,2.433605,2.640864,164.213770,41.635978
7666,1702,379,2.573143,3.395600,208.077030,12.402372
7667,1176,162,2.435978,3.182008,254.039720,31.479916
7668,911,540,3.193246,3.779086,203.593260,-1.422274
7669,331,50,2.887320,3.766078,181.063430,-3.574812
7670,1865,481,2.200000,2.897818,112.511730,43.667511
7671,1346,535,3.103461,3.393462,209.935310,43.071195
7672,350,266,2.200000,3.121736,256.770320,64.717588
7673,1014,211,2.200000,3.009005,172.534150,53.905526
7674,1594,357,2.200000,3.116093,143.498120,35.308530
7675,1268,621,2.200000,2.629766,130.197470,29.574386
7676,1007,161,2.935957,3.486215,153.193700,50.092808
7677,726,60,2.298757,2.759535,348.395260,-10.329752
7678,2089,567,2.200000,2.880058,182.668190,35.153150
7679,1369,499,3.071462,3.569385,180.937360,44.987778
7680,1642,150,2.200000,2.629667,211.022400,36.935448
7681,1397,18,2.363956,3.066940,223.623220,40.388877
7682,485,617,2.364731,3.234735,143.671180,60.760866
7683,600,579,2.200000,3.343120,189.172790,65.911704
7684,1614,612,2.338492,3.486908,186.508760,13.354043
7685,2012,620,2.200000,2.565000,176.363880,36.042455
7686,784,311,2.200000,2.913312,197.718930,61.584209
7687,2096,19,3.442734,4.364651,159.830350,34.751272
7688,1427,347,2.282089,2.740458,153.016520,38.867328
7689,2011,605,3.076152,4.038764,196.500210,29.559976
7690,1291,465,2.219218,3.065593,226.383360,42.300961
7691,1829,208,2.871242,3.375097,221.218520,5.466338
7692,936,165,2.200000,2.259021,135.520670,37.300447
7693,920,422,3.175902,4.127398,221.119310,-1.395572
7694,1735,420,2.489397,2.973355,114.278230,43.151113
7695,1187,37,4.027480,4.409964,131.215530,5.307727
7696,432,31,2.746712,3.721359,116.685580,39.963817
7697,900,508,2.200000,2.979612,141.197350,48.878564
7698,878,380,2.356219,2.383503,167.799610,52.366700
7699,929,237,2.200000,2.267446,119.460010,26.920750
7700,451,174,2.893591,4.033932,140.734160,56.313684
7701,1228,148,3.067713,3.524290,180.437340,9.897838
7702,2147,573,3.033205,4.303925,161.646860,9.927664
7703,1699,302,3.220368,4.355306,201.302060,11.391604
7704,720,156,2.200000,2.583929,336.035890,-9.095888
7705,611,307,3.136665,4.061296,223.459930,61.019191
7706,432,31,2.746712,3.721359,116.685580,39.963817
7707,1162,197,2.500663,3.222192,218.498750,55.073709
7708,1668,499,2.200000,2.352724,202.959910,51.179530
7709,1839,318,3.229123,4.404430,211.263710,33.697188
7710,737,200,3.105351,4.106380,335.728470,13.079017
7711,1279,13,2.200000,2.353882,194.334110,49.032921
7712,1587,331,2.721777,3.817964,128.102200,27.511539
7713,1677,184,3.053688,3.977879,227.073210,43.443291
7714,2007,637,2.330047,2.795036,164.670980,38.958698
7715,1602,26,3.175902,4.284709,164.737880,11.024614
7716,1612,239,2.304078,3.080325,182.294640,11.595895
7717,905,630,2.653847,3.748208,159.725470,54.637338
7718,1464,12,2.200000,2.306541,204.618660,39.989601
7719,1992,376,2.246761,2.268297,186.570170,39.049539
7720,551,410,2.917873,4.156078,133.113690,50.753001
7721,1926,8,2.200000,2.835953,125.843180,22.294968
7722,538,322,3.405045,4.425289,222.783090,2.937678
7723,761,558,2.207379,3.127073,127.227980,43.205608
7724,2096,19,3.442734,4.364651,159.830350,34.751272
7725,390,271,3.171097,4.274205,4.958558,-0.677994
7726,2096,19,3.442734,4.364651,159.830350,34.751272
7727,287,88,2.200000,2.323589,183.758810,-1.142292
7728,1236,460,2.231100,2.682157,151.401750,8.935394
7729,1782,636,2.200000,2.279227,127.543910,54.879787
7730,760,637,2.386494,2.847378,125.992870,41.627588
7731,512,17,2.251250,2.383444,172.886100,1.462619
7732,1677,579,3.406059,3.714628,228.939360,44.197340
7733,2088,285,2.223668,3.211638,196.849070,39.149648
7734,2096,19,3.442734,4.364651,159.830350,34.751272
7735,288,481,2.200000,2.590146,184.842500,0.484891
7736,971,120,2.827810,3.656337,187.728420,49.907483
7737,946,144,2.681716,3.195125,153.854140,55.633862
7738,1838,622,2.935957,3.360564,211.527880,35.452190
7739,903,179,2.240040,3.282067,150.829120,52.251767
7740,612,633,2.200000,2.940576,230.792280,57.513510
7741,728,422,2.200000,2.265970,317.604910,11.031531
7742,973,140,3.077090,4.323042,255.702320,31.679996
7743,549,175,2.267009,2.470524,128.396260,46.600536
7744,796,113,2.312458,3.091729,236.368410,50.056443
7745,986,625,2.804962,3.815994,319.521510,1.132785
7746,275,389,2.279067,2.516668,160.828680,0.796452
7747,1421,177,3.055555,3.622053,246.844160,29.052576
7748,770,230,2.200000,3.173959,149.214140,59.968809
7749,862,455,2.960503,4.195361,125.918670,34.464738
7750,458,415,2.245266,3.000174,45.782977,-6.749385
7751,275,257,2.200000,2.276207,160.943950,-1.018549
7752,1824,226,2.786608,3.830408,211.370890,6.587225
7753,449,630,2.949575,4.218349,136.169320,53.844125
7754,473,581,2.298757,2.528598,140.880490,2.013607
7755,1436,560,2.563283,3.797362,165.653300,46.017044
7756,1174,191,2.200000,2.289909,250.571640,35.672518
7757,1865,364,2.924193,3.968958,111.496060,43.384390
7758,372,201,3.173980,4.063840,329.573370,-1.098658
7759,2005,191,2.545278,3.038170,204.002100,38.656026
7760,469,344,2.200000,2.467970,133.187890,1.044263
7761,1397,520,2.715783,4.066533,223.006490,41.078882
7762,1594,451,2.200000,2.542953,144.995470,36.156111
7763,1827,412,2.223668,3.133161,216.769310,6.902960
7764,403,308,2.971461,4.141664,28.415043,-0.184684
7765,507,599,2.848135,3.922805,163.642380,2.264423
7766,749,177,3.209692,4.190006,358.434420,14.590347
7767,629,300,2.647122,3.940150,249.960500,43.667708
7768,1158,140,2.200000,2.866148,207.686150,57.278577
7769,1610,74,2.739817,3.216984,179.719110,11.856871
7770,436,253,2.881954,3.757930,118.336150,43.642483
7771,724,332,2.363182,3.082651,342.689960,-8.569848
7772,1956,156,2.447072,3.582274,154.526170,31.107578
7773,1642,124,2.237057,2.468792,210.997440,35.968409
7774,547,404,2.716639,3.828111,124.541820,44.530235
7775,815,584,2.520062,3.669880,246.605980,43.488931
7776,731,327,2.200000,3.220004,322.598430,12.381208
7777,2011,605,3.076152,4.038764,196.500210,29.559976
7778,973,140,3.077090,4.323042,255.702320,31.679996
7779,1054,516,2.340799,3.527438,239.000450,40.279288
7780,2035,438,2.482975,3.562356,177.355860,36.374619
7781,489,421,2.974206,3.528864,157.581160,65.685178
7782,724,380,2.200000,2.275593,343.088930,-8.475978
7783,418,12,2.564925,3.674770,10.669384,14.258236
7784,289,417,3.189386,4.206014,186.502840,0.989877
7785,408,71,2.200000,2.315045,40.904866,-0.394497
7786,971,389,2.200000,3.442873,185.929860,50.631511
7787,1980,65,2.584680,3.446575,169.595170,38.810939
7788,561,354,2.902567,3.851594,159.831660,60.667117
7789,276,172,3.072399,4.250187,163.335120,-0.280443
7790,1039,433,2.775290,3.758663,194.698360,54.636606
7791,1308,179,2.955035,3.491194,151.456170,10.527614
7792,1676,283,2.922386,3.775433,222.935160,44.672077
7793,1351,354,2.279067,2.498403,222.809660,38.107813
7794,1038,561,2.300277,2.493779,193.025670,55.600857
7795,948,198,2.281333,3.365366,160.077180,57.413378
7796,500,556,2.254995,2.462129,150.058900,2.015155
7797,973,140,3.077090,4.323042,255.702320,31.679996
7798,490,286,2.200000,2.976068,163.177120,65.208733
7799,294,537,2.200000,2.425855,196.943760,0.848907
7800,2002,51,2.409183,3.380205,200.901970,28.397271
7801,1589,176,2.200000,2.452397,132.862360,29.384559
7802,487,60,2.200000,2.489453,150.431560,62.328365
7803,838,422,2.200000,2.362842,174.895690,5.640855
7804,1019,114,2.651324,3.614410,185.655060,54.716935
7805,1424,307,2.440728,3.172682,251.818550,23.471784
7806,828,219,2.447866,3.463791,129.028350,37.678921
7807,2103,607,2.974206,4.264137,181.544180,37.296566
7808,1268,120,2.826047,4.309429,129.663210,28.981313
7809,1677,184,3.053688,3.977879,227.073210,43.443291
7810,546,438,2.200000,2.636973,122.291170,42.703729
7811,1330,526,2.398994,3.100441,228.697050,49.355874
7812,893,242,2.621182,3.419588,123.710310,37.163843
7813,1594,122,2.294203,2.683790,144.598210,33.769553
7814,1001,422,3.416216,4.029348,162.005490,7.498006
7815,1597,55,2.653847,3.120133,154.622170,9.988537
7816,273,291,2.200000,2.820638,157.133680,-0.768629
7817,1602,26,3.175902,4.284709,164.737880,11.024614
7818,961,294,2.200000,3.003926,156.503560,45.771339
7819,971,389,2.200000,3.442873,185.929860,50.631511
7820,575,379,3.152889,3.640387,155.320130,5.392391
7821,1400,144,2.489397,3.142932,231.249810,36.632183
7822,1308,48,2.200000,2.834616,152.118460,9.558163
7823,1341,190,2.297238,2.666019,250.875550,30.928288
7824,1811,549,2.200000,2.832884,216.015950,9.231059
7825,1700,406,2.200000,2.501620,204.377310,12.660487
7826,390,271,3.171097,4.274205,4.958558,-0.677994
7827,955,339,2.587157,3.592917,182.861270,61.123112
7828,842,637,2.234077,2.285167,182.806550,4.829511
7829,1317,247,2.200000,2.885988,190.480730,56.223041
7830,469,528,2.200000,2.941022,134.996470,2.088823
7831,490,487,2.278312,3.034646,164.843000,66.635054
7832,884,583,3.014675,4.241050,188.163750,52.880828
7833,1041,77,2.200000,2.359753,203.019520,53.989633
7834,1685,105,2.200000,2.468534,248.733980,30.243834
7835,2086,338,2.330047,2.780632,135.144060,25.332725
7836,828,315,3.173019,3.262841,127.900090,38.895820
7837,1339,599,2.200000,2.524509,249.900420,34.248077
7838,878,583,2.675787,3.881759,170.283330,51.501520
7839,795,543,2.635384,3.143101,233.276300,52.980395
7840,536,587,2.318565,2.782315,220.664800,2.071962
7841,1421,450,2.622850,3.393749,246.420590,30.183141
7842,1941,294,2.301037,3.372741,141.236130,30.898565
7843,1297,548,2.929618,4.002667,128.804820,7.124816
7844,1604,152,2.266257,2.722964,168.169540,11.558625
7845,341,2,3.982535,4.010786,201.196920,-3.232848
7846,295,300,2.912464,4.106945,197.718810,-0.925896
7847,946,497,2.555907,3.567523,153.401580,56.260120
7848,1303,442,2.677480,3.533408,143.348290,10.173803
7849,907,115,3.050889,3.259158,164.541930,55.201574
7850,451,174,2.893591,4.033932,140.734160,56.313684
7851,1360,171,2.200000,2.240607,157.780660,41.215023
7852,1689,635,2.786608,3.875750,258.363590,22.435587
7853,2210,36,2.627023,3.454664,251.071250,12.766475
7854,2005,485,2.239294,2.692225,204.035560,39.187997
7855,883,457,2.222926,3.056030,183.089840,53.691103
7856,977,255,3.394914,3.438635,258.220720,28.114200
7857,887,47,2.327747,2.766544,197.252100,50.683784
7858,1395,417,2.200000,2.549556,216.311230,43.819296
7859,1345,45,2.409968,2.502957,207.614850,41.958759
7860,1947,416,2.804962,3.718934,147.304540,29.731528
7861,285,14,2.654688,3.546446,180.542020,-0.907096
7862,1580,134,2.299517,2.509085,237.091080,31.091840
7863,1953,386,2.240786,3.288056,151.811940,31.772660
7864,1682,183,2.243025,2.992878,240.559460,35.754681
7865,1350,568,2.273786,2.632459,221.473360,39.856906
7866,1014,211,2.200000,3.009005,172.534150,53.905526
7867,1922,329,2.289655,3.100095,119.872670,20.184742
7868,1175,132,2.662270,3.676047,252.970250,33.594780
7869,2083,412,2.200000,2.619321,126.571690,21.087246
7870,1467,253,3.146201,3.605104,210.784480,43.634104
7871,431,284,2.225896,2.454793,112.454190,36.958158
7872,1298,212,2.435187,3.645149,130.513960,6.631203
7873,981,202,2.219959,2.669376,309.560640,-0.427489
7874,1418,503,2.200000,2.510560,240.841210,34.421276
7875,436,253,2.881954,3.757930,118.336150,43.642483
7876,1699,634,2.234822,2.569207,203.649180,11.794493
7877,1208,127,2.412325,3.064475,127.691620,29.552495
7878,861,324,2.200000,2.383127,123.084310,32.660994
7879,950,375,3.073337,3.306124,165.105700,59.387861
7880,1366,254,2.515202,3.443130,172.192660,44.317320
7881,350,515,3.052755,3.930497,258.877060,64.888681
7882,547,404,2.716639,3.828111,124.541820,44.530235
7883,1979,474,3.128101,4.168612,170.532320,31.938578
7884,1008,448,2.200000,2.390097,155.835030,52.243821
7885,947,6,2.200000,2.443398,158.412780,55.889434
7886,731,327,2.200000,3.220004,322.598430,12.381208
7887,586,635,2.918775,4.236031,220.322760,3.986262
7888,1602,26,3.175902,4.284709,164.737880,11.024614
7889,455,11,2.200000,2.436993,39.852025,-9.027404
7890,783,631,2.975121,3.937160,199.263800,62.327786
7891,1304,555,2.538754,3.483948,144.502610,10.165128
7892,1368,255,2.214033,2.663188,176.723480,44.451886
7893,462,102,2.697008,3.907578,56.011881,-6.883507
7894,1380,619,2.200000,2.256387,215.292580,39.360514
7895,1762,115,2.427286,3.270415,178.345400,14.852212
7896,767,196,2.200000,2.890512,141.752540,51.513134
7897,532,341,3.101572,4.387124,210.443870,2.742965
7898,999,472,2.200000,2.990650,158.071910,7.063985
7899,331,50,2.887320,3.766078,181.063430,-3.574812
7900,1931,177,2.564104,2.825350,130.790270,24.266467
7901,1240,343,2.738095,3.929200,158.087980,9.463593
7902,339,474,2.318565,3.045051,196.086350,-2.050824
7903,1043,243,2.200000,2.540220,207.070070,52.054833
7904,1954,577,2.200000,2.504293,155.315440,36.089380
7905,1360,171,2.200000,2.240607,157.780660,41.215023
7906,820,84,2.255745,2.710768,254.196820,34.857676
7907,300,29,2.200000,2.382236,208.359470,-0.400272
7908,1969,26,2.866788,3.331616,161.093620,29.130884
7909,1297,594,3.209692,4.379947,129.232540,6.684623
7910,624,22,3.002675,3.759118,246.910980,46.094013
7911,774,199,2.200000,2.329618,165.708560,60.940510
7912,439,528,2.818127,4.023280,122.728680,46.066075
7913,274,102,2.200000,2.920390,160.722680,-0.216892
7914,973,140,3.077090,4.323042,255.702320,31.679996
7915,1001,422,3.416216,4.029348,162.005490,7.498006
7916,1602,26,3.175902,4.284709,164.737880,11.024614
7917,855,608,3.258438,3.309173,208.903430,5.526740
7918,1276,563,2.756214,3.755237,146.798060,39.083984
7919,1058,252,2.301037,2.983176,247.464970,32.850659
7920,1950,136,2.200000,2.426717,150.686360,29.633742
7921,896,138,2.747575,3.761158,131.042370,42.223083
7922,1346,596,3.229123,4.160246,211.139770,42.753496
7923,339,557,2.274540,2.731745,196.959350,-2.061317
7924,1379,419,3.299821,3.900500,211.096010,40.086399
7925,720,158,3.451951,3.556723,336.084910,-8.894078
7926,997,193,2.376372,2.803085,154.112180,6.018965
7927,1571,117,2.200000,3.042041,249.583520,22.105704
7928,1697,44,2.823405,3.339546,199.166850,10.982457
7929,982,397,2.200000,2.574742,311.181300,1.186157
7930,1837,195,2.685958,3.806262,240.277440,4.592922
7931,1234,172,2.529802,3.371939,145.849700,7.815562
7932,2096,19,3.442734,4.364651,159.830350,34.751272
7933,792,478,2.200000,2.286236,224.764900,56.375305
7934,1699,302,3.220368,4.355306,201.302060,11.391604
7935,1428,616,2.424919,3.362316,157.356260,39.618751
7936,934,95,2.240040,2.262357,131.792460,34.911913
7937,1402,47,3.331620,4.346723,235.918270,34.295679
7938,749,177,3.209692,4.190006,358.434420,14.590347
7939,1826,8,2.829573,3.741971,215.910750,5.476122
7940,1645,135,2.773552,3.890956,218.776890,33.923908
7941,1361,543,2.938677,4.049772,161.203290,42.585933
7942,753,310,3.210662,4.179274,4.557871,14.415463
7943,1002,271,2.200000,2.270267,164.015490,7.043032
7944,586,635,2.918775,4.236031,220.322760,3.986262
7945,1642,235,2.200000,2.546378,210.171490,37.055528
7946,1436,476,2.747575,4.085778,164.484520,45.931415
7947,956,140,2.200000,2.785621,188.956060,59.174171
7948,1356,476,2.205903,2.277702,150.434900,39.960661
7949,1297,594,3.209692,4.379947,129.232540,6.684623
7950,908,238,2.819886,3.691808,165.730500,55.874750
7951,1699,302,3.220368,4.355306,201.302060,11.391604
7952,890,322,2.883742,3.912647,118.307580,33.057701
7953,859,314,2.857006,3.365316,118.160860,28.087783
7954,462,102,2.697008,3.907578,56.011881,-6.883507
7955,974,93,2.340799,3.107678,257.036410,33.778138
7956,1699,231,3.644622,3.650000,202.191930,11.668708
7957,1287,287,2.991631,4.259741,214.632100,44.827097
7958,1594,511,2.250501,3.096184,145.464560,35.079286
7959,747,127,2.498246,3.292393,354.143390,13.511903
7960,564,356,2.932334,4.195470,129.922730,3.304737
7961,1361,543,2.938677,4.049772,161.203290,42.585933
7962,2096,330,2.381819,3.284265,157.969370,36.417825
7963,1198,531,2.200000,2.972732,134.637590,40.200891
7964,1400,461,2.248257,3.051496,230.593850,37.628644
7965,852,174,2.290412,2.750160,201.609210,4.448419
7966,441,220,2.430444,3.617607,123.793010,46.981972
7967,634,8,2.200000,2.572801,310.461220,-6.920455
7968,1329,635,2.592943,3.094818,227.667170,50.153353
7969,1921,628,2.400559,3.397857,119.749230,16.969963
7970,1744,368,2.731216,4.020983,149.904660,13.204304
7971,2036,62,2.200000,2.234439,174.058490,37.322284
7972,535,357,3.504539,3.565543,216.543840,2.348030
7973,2019,632,2.705530,3.692966,162.042980,31.931704
7974,1193,180,3.664986,3.696174,138.397960,4.990245
7975,1005,178,2.200000,2.610946,147.474490,48.387543
7976,1650,574,2.888216,3.385937,231.015110,31.248843
7977,829,48,2.406829,3.520914,132.128950,39.745490
7978,1302,268,2.525740,3.450654,139.976340,8.440789
7979,561,402,2.461388,3.253278,161.580560,61.150016
7980,959,529,2.534682,3.630378,202.273120,60.079238
7981,1270,201,3.075213,3.603807,131.726140,30.003559
7982,1697,573,2.304839,3.053446,199.105850,12.736620
7983,2112,602,2.923289,3.471276,201.971000,33.666699
7984,1979,474,3.128101,4.168612,170.532320,31.938578
7985,973,382,2.273033,3.039586,254.622840,33.434672
7986,1612,154,3.279079,3.820082,182.945570,12.405303
7987,547,58,2.200000,2.460634,125.211360,43.196141
7988,543,413,2.200000,2.526330,117.720520,37.345573
7989,353,177,3.309733,4.439525,257.560520,59.390695
7990,1828,118,3.899484,4.381917,219.710380,5.939616
7991,434,515,2.844593,4.111093,117.766480,42.703229
7992,420,119,2.200000,2.606768,14.250797,14.627186
7993,285,613,2.919678,3.798995,180.410670,1.060040
7994,654,445,2.332348,3.210727,8.013739,-8.734753
7995,1301,76,2.466174,3.210331,139.412120,8.348313
7996,1981,105,2.468569,3.747387,163.298070,29.802306
7997,497,342,2.246761,2.605392,203.226600,66.516497
7998,1928,536,2.248257,3.403847,128.322500,24.980892
7999,592,302,2.966892,4.022993,230.688300,2.762173
8000,1583,110,2.557545,3.700124,119.582110,20.383611
8001,1977,496,2.200000,2.945011,200.731940,39.202222
8002,538,322,3.405045,4.425289,222.783090,2.937678
8003,1366,254,2.515202,3.443130,172.192660,44.317320
8004,1979,474,3.128101,4.168612,170.532320,31.938578
8005,439,528,2.818127,4.023280,122.728680,46.066075
8006,1297,594,3.209692,4.379947,129.232540,6.684623
8007,1668,175,2.439144,3.167900,202.824860,51.073668
8008,381,548,2.237802,2.559288,348.010340,0.325058
8009,509,509,2.730357,4.065701,167.535910,2.749478
8010,454,547,3.443757,3.726320,37.345359,-7.975883
8011,353,177,3.309733,4.439525,257.560520,59.390695
8012,559,319,2.448660,2.516866,152.811930,58.890900
8013,2008,294,2.200000,2.571346,174.491620,32.044836
8014,569,606,2.756214,3.627825,144.581470,4.759282
8015,1979,474,3.128101,4.168612,170.532320,31.938578
8016,1643,456,2.222184,2.671979,213.328590,37.324407
8017,493,246,3.005441,4.008043,181.164270,66.597164
8018,454,547,3.443757,3.726320,37.345359,-7.975883
8019,1734,638,2.964152,3.927527,114.144170,40.434318
8020,1711,87,2.200000,3.483146,220.708840,9.333762
8021,1952,413,2.742401,3.599956,151.482580,33.063901
8022,1058,252,2.301037,2.983176,247.464970,32.850659
8023,1600,276,2.907962,4.213627,158.693930,11.037362
8024,717,163,2.434396,3.481503,330.553430,-8.872716
8025,882,559,2.243772,2.696630,181.153390,52.478272
8026,908,238,2.819886,3.691808,165.730500,55.874750
8027,785,419,2.691904,3.472196,202.688370,62.570134
8028,1174,539,2.200000,2.607659,250.220310,36.687403
8029,1594,122,2.294203,2.683790,144.598210,33.769553
8030,931,354,2.711508,3.837576,124.138430,30.912818
8031,1236,242,2.314747,3.097085,150.354440,7.391422
8032,1283,452,2.200000,2.773821,203.847400,49.109738
8033,1574,519,2.971461,4.095530,246.416040,25.266334
8034,846,115,3.171097,3.706233,190.412340,4.622001
8035,1439,617,2.200000,2.491116,169.178400,42.056940
8036,986,586,3.284995,3.808925,319.269880,1.111928
8037,1428,616,2.424919,3.362316,157.356260,39.618751
8038,538,322,3.405045,4.425289,222.783090,2.937678
8039,1811,458,2.624519,3.502154,215.629580,9.331730
8040,2098,576,2.833102,3.839625,174.285400,34.747819
8041,1871,234,2.288898,3.711925,121.127380,54.344763
8042,1399,625,2.288898,3.352624,230.143900,38.651805
8043,928,311,2.304839,3.071207,116.886000,24.796415
8044,579,517,2.200000,2.503650,163.294230,4.940168
8045,749,177,3.209692,4.190006,358.434420,14.590347
8046,626,126,2.838401,4.041793,248.237790,44.186176
8047,638,67,2.338492,2.374583,318.418700,-6.873568
8048,1408,194,3.258438,4.441020,246.187670,27.238549
8049,781,450,2.200000,2.587661,190.489780,63.544897
8050,943,309,2.402909,3.118945,150.691050,45.020175
8051,1173,621,2.687656,3.847842,249.300050,38.193126
8052,462,102,2.697008,3.907578,56.011881,-6.883507
8053,1446,310,2.219959,2.960644,177.170300,47.273074
8054,850,403,2.991631,4.174364,197.575470,6.031383
8055,1420,577,2.200000,2.839180,244.638270,31.457922
8056,973,140,3.077090,4.323042,255.702320,31.679996
8057,1822,235,3.061162,3.967325,238.677200,4.922396
8058,436,253,2.881954,3.757930,118.336150,43.642483
8059,1402,47,3.331620,4.346723,235.918270,34.295679
8060,1433,436,2.200000,3.036448,160.355870,40.351981
8061,1934,518,2.525740,3.595610,135.392950,28.680151
8062,390,271,3.171097,4.274205,4.958558,-0.677994
8063,613,430,2.200000,2.258417,228.641260,60.127688
8064,1568,337,2.200000,2.505451,252.392240,20.527730
8065,1650,574,2.888216,3.385937,231.015110,31.248843
8066,491,254,2.360859,2.830063,169.102030,65.634504
8067,1935,246,2.200000,2.965900,135.835270,25.802782
8068,2007,564,2.495830,2.984017,164.177330,38.096872
8069,1318,634,2.466174,3.405352,197.419410,57.182663
